typeID;typeName;published
30233;"OLD Tengu Defensive - Amplification Node Blueprint";0
30234;"OLD Tengu Defensive - Supplemental Screening Blueprint";0
30235;"OLD Tengu Defensive - Warfare Processor Blueprint";0
30237;"OLD Proteus Defensive - Adaptive Augmenter Blueprint";0
30238;"OLD Proteus Defensive - Nanobot Injector Blueprint";0
30239;"OLD Proteus Defensive - Augmented Plating Blueprint";0
30240;"OLD Proteus Defensive - Warfare Processor Blueprint";0
30242;"OLD Loki Defensive - Adaptive Shielding Blueprint";0
30243;"OLD Loki Defensive - Adaptive Augmenter Blueprint";0
30244;"OLD Loki Defensive - Amplification Node Blueprint";0
30245;"OLD Loki Defensive - Warfare Processor Blueprint";0
30247;"Standalone Warfare Processor";0
30248;"Emergent Combat Analyzer";1
30249;"Nanoassembler Ligaments";0
30250;"Nanoelectromechanical Sheets";0
30251;"Neurovisual Input Matrix";1
30252;"Thermoelectric Catalysts";1
30253;"generic item 5";0
30254;"Electromechanical Hull Sheeting";1
30255;"Thermal Diffusion Film";0
30256;"Generic Hull Salvage 4";0
30257;"Generic Hull Salvage 5";0
30258;"Resonance Calibration Matrix";1
30259;"Melted Nanoribbons";1
30260;"Ruined Scraps 3";0
30261;"Ruined Scraps 4";0
30262;"Intact Coolant Regulator";0
30263;"Intact Particle Emitter";0
30264;"Intact Field Harmonic Regulator";0
30265;"Intact Sleeper AI Control Core";0
30266;"Intact Secondary Power Couples";0
30267;"Intact Plasma Conduit";0
30268;"Jump Drive Control Nexus";1
30269;"Defensive Control Node";1
30270;"Central System Controller";1
30271;"Emergent Combat Intelligence";1
30272;"Sleeper Ward Console";0
30273;"Abandoned Sleeper Enclave";0
30274;"Eroded Sleeper Thermoelectric Converter";0
30275;"Exposed Sleeper Interlink Hub";0
30276;"Crippled Sleeper Preservation Conduit";0
30277;"Malfunctioning Sleeper Multiplex Forwarder";0
30278;"Decrepit Talocan Outpost Core";0
30279;"Collapsed Talocan Observation Dome";0
30280;"Offline Talocan Reactor Spire";0
30293;"Sleeper Preservation Conduit";0
30294;"Talocan Observation Dome";0
30295;"Talocan Outpost Core";0
30298;"Talocan Reactor Spire";0
30299;"Sleeper Enclave";0
30300;"Sleeper Thermoelectric Converter";0
30301;"Sleeper Multiplex Forwarder";0
30302;"Sleeper Interlink Hub";0
30303;Fulleroferrocene;1
30304;"PPD Fullerene Fibers";1
30305;"Fullerene Intercalated Graphite";1
30306;Methanofullerene;1
30307;"Lanthanum Metallofullerene";1
30308;"Scandium Metallofullerene";1
30309;"Graphene Nanoribbons";1
30310;"Carbon-86 Epoxy Resin";1
30311;"C3-FTM Acid";1
30312;"Nanotori Polymers";0
30313;"Nanobud Polymers";0
30314;Fullero-Ferrocene;0
30315;"generic item 6";0
30316;"Polyfullerene Condensate";0
30317;"generic item 4";0
30318;"Plutonium Metallofullerene";0
30319;"Polymer 17";0
30320;"Polymer 18";0
30321;"Polymer 19";0
30322;"Polymer 20";0
30324;"Defensive Subsystem Technology";1
30325;"Core Subsystem Technology";1
30326;"Electronic Subsystem Technology";0
30327;"Offensive Subsystem Technology";1
30328;"Civilian Stasis Webifier";1
30329;"Civilian Stasis Webifier Blueprint";1
30342;"Civilian Thermal Shield Hardener";1
30343;"Civilian Thermal Shield Hardener Blueprint";1
30344;"Fulleroferrocene Reaction";0
30345;"PPD Fullerene Fibers Reaction";0
30346;"Fullerene Intercalated Graphite Reaction";0
30347;"defunct reaction 4";0
30348;"Lanthanum Metallofullerene Reaction";0
30349;"Scandium Metallofullerene Reaction";0
30350;"Graphene Nanoribbons Reaction";0
30351;"Carbon-86 Epoxy Resin Reaction";0
30352;"C3-FTM Acid Reaction";0
30353;"defunct reaction 3";0
30354;"defunct reaction 2";0
30355;"defunct reaction 1";0
30356;"defunct reaction 6";0
30357;"defunct reaction 7";0
30358;"defunct reaction 5";0
30365;"Webber Drone";0
30366;"Runner Drone";0
30368;"Methanofullerene Reaction";0
30369;"Angel Rookie";0
30370;Fullerite-C50;1
30371;Fullerite-C60;1
30372;Fullerite-C70;1
30373;Fullerite-C72;1
30374;Fullerite-C84;1
30375;Fullerite-C28;1
30376;Fullerite-C32;1
30377;Fullerite-C320;1
30378;Fullerite-C540;1
30379;"Blood Raider Rookie";0
30380;"Guristas Rookie";0
30381;"Serpentis Rookie";0
30382;"Amarr Subsystems Data Interface";1
30383;"Caldari Subsystems Data Interface";1
30384;"Minmatar Subsystems Data Interface";1
30385;"Gallente Subsystems Data Interface";1
30386;"R.Db.- Hybrid Technology";1
30387;"R.Db.- Hybrid Technology Blueprint";0
30388;Arena_GA_MainStructure01;0
30389;"Subsystem Assembly Array";1
30391;"Omni Effect Beacon";1
30392;"OLD Legion Offensive - Drone Synthesis Projector Blueprint";0
30393;"OLD Legion Offensive - Assault Optimization Blueprint";0
30394;"OLD Legion Offensive - Liquid Crystal Magnifiers Blueprint";0
30395;"OLD Legion Offensive - Covert Reconfiguration Blueprint";0
30397;"OLD Tengu Offensive - Accelerated Ejection Bay Blueprint";0
30398;"OLD Tengu Offensive - Rifling Launcher Pattern Blueprint";0
30399;"OLD Tengu Offensive - Magnetic Infusion Basin Blueprint";0
30400;"OLD Tengu Offensive - Covert Reconfiguration Blueprint";0
30402;"OLD Proteus Offensive - Dissonic Encoding Platform Blueprint";0
30403;"OLD Proteus Offensive - Hybrid Propulsion Armature Blueprint";0
30404;"OLD Proteus Offensive - Drone Synthesis Projector Blueprint";0
30405;"OLD Proteus Offensive - Covert Reconfiguration Blueprint";0
30407;"OLD Loki Offensive - Turret Concurrence Registry Blueprint";0
30408;"OLD Loki Offensive - Projectile Scoping Array Blueprint";0
30409;"OLD Loki Offensive - Hardpoint Efficiency Configuration Blueprint";0
30410;"OLD Loki Offensive - Covert Reconfiguration Blueprint";0
30412;"Caldari Arena MainStructure";0
30413;Arena_GA_SmallStructure01;0
30414;"Caldari Arena SmallStructure";0
30416;Arena_GA_CenterFX01;0
30419;"Caldari Arena CenterPiece";0
30420;"Civilian EM Shield Hardener";1
30421;"Civilian EM Shield Hardener Blueprint";1
30422;"Civilian Explosive Shield Hardener";1
30423;"Civilian Explosive Shield Hardener Blueprint";1
30424;"Civilian Kinetic Shield Hardener";1
30425;"Civilian Kinetic Shield Hardener Blueprint";1
30426;"Phantasmata Missile";0
30428;"Praedormitan Missile";0
30430;"Oneiric Missile";0
30434;Arena_MM_CenterPiece01;0
30435;Arena_GA_CenterPiece01;0
30436;"Infested Lookout Ruins";0
30439;Warehouse;0
30440;RedCloud;0
30444;"Comet - Fire Comet Copy";0
30446;"Comet - Dark Comet Copy";0
30447;"Comet - Gold Comet Copy";0
30448;"Comet - Toxic Comet Copy";0
30449;"Gas Cloud 1 Copy";0
30451;Arena_AM_CenterPiece01;0
30452;Arena_AM_MainStructure01;0
30453;Arena_MM_MainStructure01;0
30454;Arena_AM_CenterFX01;0
30455;Arena_AM_SmallStructure01;0
30456;Arena_MM_SmallStructure01;0
30457;"Sleeper Small Advanced Wreck";0
30458;"Sleeper Medium Advanced Wreck";0
30459;"Sleeper Large Wreck";0
30460;"Vigilant Sentry Tower";0
30461;"Wakeful Sentry Tower";0
30462;"Restless Sentry Tower";0
30464;"Metallofullerene Plating";1
30465;"Metallofullerene Plating Blueprint";1
30466;"Electromechanical Interface Nexus";1
30467;"Electromechanical Interface Nexus Blueprint";1
30470;"Neurovisual Output Analyzer";1
30471;"Neurovisual Output Analyzer Blueprint";1
30474;"Nanowire Composites";1
30475;"Nanowire Composites Blueprint";1
30476;"Fulleroferrocene Power Conduits";1
30477;"Fulleroferrocene Power Conduits Blueprint";1
30478;"Reconfigured Subspace Calibrator";1
30479;"Reconfigured Subspace Calibrator Blueprint";1
30484;"Sleeper Small Basic Wreck";0
30485;"Sleeper Small Intermediate Wreck";0
30486;"Sisters Combat Scanner Probe";1
30488;"Sisters Core Scanner Probe";1
30492;"Sleeper Medium Basic Wreck";0
30493;"Sleeper Medium Intermediate Wreck";0
30494;"Sleeper Large Basic Wreck";0
30495;"Sleeper Large Intermediate Wreck";0
30496;"Sleeper Large Advanced Wreck";0
30497;"Reinforced Metal Scraps";1
30502;"Talocan Polestar";0
30503;"Talocan Coupling Array";0
30504;"Talocan Static Gate";0
30505;"Talocan Exchange Depot";0
30506;"Talocan Extraction Silo";0
30507;"Worn Talocan Static Gate";0
30508;"Inverted Talocan Exchange Depot";0
30509;"Disrupted Talocan Polestar";0
30510;"Broken Talocan Coupling Array";0
30511;"Hollow Talocan Extraction Silo";0
30512;"Weakened Sleeper Drone Hangar";0
30513;"Sleeper Drone Hangar";0
30514;"Talocan Wreckage";0
30515;"Unidentified Wreckage";0
30516;"Malfunctioning Sleeper Databank";0
30517;"Ejected Sleeper Databank";0
30518;"Deformed Sleeper Databank";0
30519;"Obsolete Sleeper Databank";0
30520;"Broken Sleeper Databank";0
30521;"Spavined Sleeper Databank";0
30522;"Forgotten Sleeper Artifact";0
30523;"Lost Sleeper Artifact";0
30524;"Abandoned Sleeper Artifact";0
30525;"Sleeper Artifact";0
30526;"Decrepit Sleeper Artifact";0
30527;"Forlorn Sleeper Artifact";0
30528;"Abandoned Talocan Battleship";0
30529;"Deserted Talocan Cruiser";0
30530;"Derelict Talocan Frigate";0
30532;"Amarr Defensive Systems";1
30536;"Amarr Electronic Systems";0
30537;"Amarr Offensive Systems";1
30538;"Amarr Propulsion Systems";1
30539;"Amarr Core Systems";1
30540;"Gallente Defensive Systems";1
30541;"Gallente Electronic Systems";0
30542;"Caldari Electronic Systems";0
30543;"Minmatar Electronic Systems";0
30544;"Caldari Defensive Systems";1
30545;"Minmatar Defensive Systems";1
30546;"Gallente Core Systems";1
30547;"Minmatar Core Systems";1
30548;"Caldari Core Systems";1
30549;"Caldari Offensive Systems";1
30550;"Gallente Offensive Systems";1
30551;"Minmatar Offensive Systems";1
30552;"Caldari Propulsion Systems";1
30553;"Gallente Propulsion Systems";1
30554;"Minmatar Propulsion Systems";1
30558;"Malfunctioning Thruster Sections";1
30562;"Wrecked Thruster Sections";1
30574;Magnetar;0
30575;"Black Hole";0
30576;"Red Giant";0
30577;Pulsar;0
30579;"Wormhole Z971";0
30582;"Intact Power Cores";1
30583;"Wormhole R943";0
30584;"Wormhole X702";0
30586;"Malfunctioning Power Cores";1
30588;"Wrecked Power Cores";1
30599;"Intact Electromechanical Component";0
30600;"Malfunctioning Electromechanical Component";0
30605;"Wrecked Electromechanical Component";0
30614;"Intact Armor Nanobot";1
30615;"Malfunctioning Armor Nanobot";1
30618;"Wrecked Armor Nanobot";1
30628;"Intact Weapon Subroutines";1
30632;"Malfunctioning Weapon Subroutines";1
30633;"Wrecked Weapon Subroutines";1
30642;"Wormhole O128";0
30643;"Wormhole N432";0
30644;"Wormhole M555";0
30645;"Wormhole B041";0
30646;"Wormhole U319";0
30647;"Wormhole B449";0
30648;"Wormhole N944";0
30649;"Wormhole S199";0
30650;"Amarr Strategic Cruiser";1
30651;"Caldari Strategic Cruiser";1
30652;"Gallente Strategic Cruiser";1
30653;"Minmatar Strategic Cruiser";1
30654;"Luxury Spaceliner";0
30655;"Hybrid Polymer Silo";1
30656;"Polymer Reactor Array";1
30657;"Wormhole A641";0
30658;"Wormhole R051";0
30659;"Wormhole V283";0
30660;"Wormhole H121";0
30661;"Wormhole C125";0
30662;"Wormhole O883";0
30663;"Wormhole M609";0
30664;"Wormhole L614";0
30665;"Wormhole S804";0
30666;"Wormhole N110";0
30667;"Wormhole J244";0
30668;"Wormhole Z060";0
30669;"Wolf-Rayet Star";0
30670;"Cataclysmic Variable";0
30671;"Wormhole Z647";0
30672;"Wormhole D382";0
30673;"Wormhole O477";0
30674;"Wormhole Y683";0
30675;"Wormhole N062";0
30676;"Wormhole R474";0
30677;"Wormhole B274";0
30678;"Wormhole A239";0
30679;"Wormhole E545";0
30680;"Wormhole V301";0
30681;"Wormhole I182";0
30682;"Wormhole N968";0
30683;"Wormhole T405";0
30684;"Wormhole N770";0
30685;"Wormhole A982";0
30686;"Wormhole S047";0
30687;"Wormhole U210";0
30688;"Wormhole K346";0
30689;"Wormhole P060";0
30690;"Wormhole N766";0
30691;"Wormhole C247";0
30692;"Wormhole X877";0
30693;"Wormhole H900";0
30694;"Wormhole U574";0
30695;"Wormhole D845";0
30696;"Wormhole N290";0
30697;"Wormhole K329";0
30698;"Wormhole Y790";0
30699;"Wormhole D364";0
30700;"Wormhole M267";0
30701;"Wormhole E175";0
30702;"Wormhole H296";0
30703;"Wormhole V753";0
30704;"Wormhole D792";0
30705;"Wormhole C140";0
30706;"Wormhole Z142";0
30707;"Wormhole Q317";0
30708;"Wormhole G024";0
30709;"Wormhole L477";0
30710;"Wormhole Z457";0
30711;"Wormhole V911";0
30712;"Wormhole W237";0
30713;"Wormhole B520";0
30714;"Wormhole C391";0
30715;"Wormhole C248";0
30716;"Tahaki Karin";1
30719;"Kritsan Parthus";1
30720;"Parthus' Malfunctioning Capsule";0
30725;"Civilian Gallente Cruiser Celestis";0
30726;"Civilian Gallente Cruiser Exequror";0
30727;"Civilian Gallente Cruiser Thorax";0
30728;"Civilian Gallente Cruiser Vexor";0
30729;"Civilian Caldari Cruiser Blackbird";0
30730;"Civilian Caldari Cruiser Caracal";0
30731;"Civilian Caldari Cruiser Moa";0
30732;"Civilian Caldari Cruiser Osprey";0
30733;"Civilian Amarr Cruiser Arbitrator";0
30734;"Civilian Amarr Cruiser Augoror";0
30735;"Civilian Amarr Cruiser Maller";0
30736;"Civilian Amarr Cruiser Omen";0
30737;"Independent Harbinger";0
30738;"Independent Prophecy";0
30739;"Civilian Minmatar Cruiser Bellicose";0
30740;"Civilian Minmatar Cruiser Rupture";0
30741;"Civilian Minmatar Cruiser Scythe";0
30742;"Civilian Minmatar Cruiser Stabber";0
30743;"Society of Conscious Thought Cruiser";0
30744;"Neural Network Analyzer";1
30745;"Sleeper Data Library";1
30746;"Ancient Coordinates Database";1
30747;"Sleeper Drone AI Nexus";1
30752;"Intact Hull Section";1
30753;"Malfunctioning Hull Section";1
30754;"Wrecked Hull Section";1
30755;"Strange Datacore";1
30756;Red;1
30757;"Nebben Centrien, Janitor";1
30758;"Centrien's Shuttle";0
30759;"Chef Aubrei Azil";1
30760;"Azil's Transport";0
30761;"Doctor Luija Elban";1
30762;"Dead Drop";0
30763;"Civilian Amarr Frigate Crucifier";0
30764;"Civilian Amarr Frigate Executioner";0
30765;"Civilian Amarr Frigate Inquisitor";0
30766;"Civilian Amarr Frigate Punisher";0
30768;"A Lot of Money";1
30769;"Civilian Caldari Frigate Condor";0
30770;"Civilian Caldari Frigate Griffin";0
30771;"Civilian Caldari Frigate Heron";0
30772;"Civilian Caldari Frigate Kestrel";0
30773;"Civilian Caldari Frigate Merlin";0
30774;"Engineer Tahaki Karin";1
30775;"The Heartbreak";0
30776;"Mizara's Doll";1
30777;"Mizara Family Hovel";0
30778;"Mysterious Statuette";1
30779;"Ancient Tomb Dig Site";0
30780;"Strange Coded Document";1
30781;"Corrupted Drone";0
30782;"Corrupted Drone Components";1
30783;"Colonial Supply Depot";0
30784;"Dr. Castille's Data Core (Property of CreoDron)";1
30785;"Destroyed Ship";0
30786;"Storage Warehouse";0
30788;"Propulsion Subsystem Technology";1
30789;"Fortified Starbase Auxiliary Power Array";0
30790;"Civilian Caldari Battleship Scorpion";0
30791;"Civilian Caldari Battleship Rokh";0
30792;"Civilian Caldari Battleship Raven";0
30793;"Storage Warehouse Container";0
30794;"Farming Supplies";1
30797;"Talocan Outpost Hub";0
30798;"Talocan Outpost Conduit";0
30799;"Debris - Broken Drive Unit";0
30800;"Debris - Broken Drive Unit";0
30801;"Debris - Power Feed";0
30802;"Debris - Crumpled Metal";0
30804;"Lieutenant Kirus";1
30805;"Wolf Burgan's Hideout";0
30806;"Disjointed Talocan Outpost Hub";0
30807;"Disjointed Talocan Outpost Conduit";0
30809;"Wolf Burgan's Body Double";1
30810;"Wolf Burgan's DNA";1
30811;"Drone Tracking Data";1
30812;"Corin Risia";1
30813;"Wrecked Ship";0
30814;"FR Personnel";1
30815;"Habitation Module - Personnel Quarters";0
30816;"Medical Supplies";1
30818;"Izia Tabar";0
30819;"Mysterious Drone";0
30820;"Generic Cargo Container";0
30821;"Adani Yusev's Raven";0
30822;"Amarr Advanced Cruiser Wreck";0
30823;"Caldari Advanced Cruiser Wreck";0
30824;"Gallente Advanced Cruiser Wreck";0
30825;"Minmatar Advanced Cruiser Wreck";0
30826;"Altered Identity Records";1
30827;Dagan;1
30830;"Brus Colterne's Megathron";0
30831;"Wormhole K162";0
30832;"Relic Analyzer II";1
30833;"Relic Analyzer II Blueprint";1
30834;"Data Analyzer II";1
30835;"Data Analyzer II Blueprint";1
30836;"Salvager II";1
30837;"Salvager II Blueprint";1
30838;"Kitar Ang's Tempest";0
30839;"Civilian Damage Control";1
30840;"Civilian Damage Control Blueprint";1
30841;"Lear Evanus' Apocalypse";0
30842;"InterBus Shuttle";1
30843;"InterBus Shuttle Blueprint";1
30844;"Class 1 Pulsar Effects";1
30845;"Class 1 Black Hole Effects";1
30846;"Class 1 Cataclysmic Variable Effects";1
30847;"Class 1 Magnetar Effects";1
30848;"Class 1 Red Giant Effects";1
30849;"Class 1 Wolf Rayet Effects";1
30850;"Class 2 Black Hole Effects";1
30851;"Class 3 Black Hole Effects";1
30852;"Class 4 Black Hole Effects";1
30853;"Class 5 Black Hole Effects";1
30854;"Class 6 Black Hole Effects";1
30860;"Class 2 Magnetar Effects";1
30861;"Class 3 Magnetar Effects";1
30862;"Class 4 Magnetar Effects";1
30863;"Class 5 Magnetar Effects";1
30864;"Class 6 Magnetar Effects";1
30865;"Class 2 Pulsar Effects";1
30866;"Class 3 Pulsar Effects";1
30867;"Class 4 Pulsar Effects";1
30868;"Class 5 Pulsar Effects";1
30869;"Class 6 Pulsar Effects";1
30870;"Class 2 Red Giant Effects";1
30871;"Class 3 Red Giant Effects";1
30872;"Class 4 Red Giant Effects";1
30873;"Class 5 Red Giant Effects";1
30874;"Class 6 Red Giant Effects";1
30875;"Class 2 Wolf Rayet Effects";1
30876;"Class 3 Wolf Rayet Effects";1
30877;"Class 4 Wolf Rayet Effects";1
30878;"Class 5 Wolf Rayet Effects";1
30879;"Class 6 Wolf Rayet Effects";1
30880;"Class 2 Cataclysmic Variable Effects";1
30881;"Class 3 Cataclysmic Variable Effects";1
30882;"Class 6 Cataclysmic Variable Effects";1
30883;"Class 5 Cataclysmic Variable Effects";1
30884;"Class 4 Cataclysmic Variable Effects";1
30887;"Tevis Jak's Epithal";0
30889;"Planet (Shattered)";0
30894;"CONCORD Research Battleship";0
30895;"Caldari Raven Battleship";0
30896;"Minmatar Tempest Battleship";0
30897;"Gallente Dominix Battleship";0
30898;"Minmatar Wreathe Hauler";0
30899;"Cargo Wreathe";0
30900;"Fortified Drone Structure I";0
30901;"Sleeper Engineering Station";0
30902;"Talocan Embarkment Destroyer";0
30903;"Talocan Disruption Tower";0
30904;"Talocan Engineering Station";0
30905;"Sleeper linkage structure";0
30906;"Letter of Recommendation";1
30907;"Smuggler's Warning About Sister Alitura";1
30908;"Gue Mouey's Vindicator";0
30927;"Sleeper Archive Terminal";0
30948;"State Transport";0
30949;"Josameto Verification Center";0
30950;"Corporate Liaison";0
30951;"Verification Key";1
30952;"Dossier - Author Unknown";1
30953;"Cargo Facility 7A-21";0
30954;"Hyasyoda Captain";1
30955;"S.I Formula Sheet";1
30956;"Hyasyoda Security Compound";0
30957;"Aursa Kunivuri's Tayra";0
30964;"CPF.HYA LogInt Facility POI-26: Data Cache";1
30965;"Communications Array";0
30966;"NOH Signal Operators";1
30967;"Questionable Cargo";1
30968;"CPF Security Personnel";1
30969;"CPF Habitation Module";0
30970;"State Transport Freighter";0
30974;"Civilian Amarr Bestower";0
30975;"FedNav F.O.F Identifier Tag AC-106V:FNSBR";1
30976;"Federation Navy Shipyard";0
30980;"Caldari Prisoners of War";1
30981;"Federation Detention Facility FNSBR-106V.1";0
30982;"Encrypted Communications Array";0
30987;"Small Trimark Armor Pump I";1
30988;"Small Trimark Armor Pump I Blueprint";1
30991;"Pandemic Legion - Winners of Alliance Tournament VI";0
30992;"Sinas Egassuo's Chimera";0
30993;"Capital Trimark Armor Pump I";1
30994;"Capital Trimark Armor Pump I Blueprint";1
30995;"Gallente Federation Civilians";0
30996;"Shuttle Wreck";0
30997;"Small EM Armor Reinforcer I";1
30998;"Small EM Armor Reinforcer I Blueprint";1
30999;"Medium EM Armor Reinforcer I";1
31000;"Medium EM Armor Reinforcer I Blueprint";1
31001;"Capital EM Armor Reinforcer I";1
31002;"Capital EM Armor Reinforcer I Blueprint";1
31003;"Small EM Armor Reinforcer II";1
31004;"Small EM Armor Reinforcer II Blueprint";1
31005;"Medium EM Armor Reinforcer II";1
31006;"Medium EM Armor Reinforcer II Blueprint";1
31007;"Capital EM Armor Reinforcer II";1
31008;"Capital EM Armor Reinforcer II Blueprint";1
31009;"Small Explosive Armor Reinforcer I";1
31010;"Small Explosive Armor Reinforcer I Blueprint";1
31011;"Medium Explosive Armor Reinforcer I";1
31012;"Medium Explosive Armor Reinforcer I Blueprint";1
31013;"Capital Explosive Armor Reinforcer I";1
31014;"Capital Explosive Armor Reinforcer I Blueprint";1
31015;"Small Explosive Armor Reinforcer II";1
31016;"Small Explosive Armor Reinforcer II Blueprint";1
31017;"Medium Explosive Armor Reinforcer II";1
31018;"Medium Explosive Armor Reinforcer II Blueprint";1
31019;"Capital Explosive Armor Reinforcer II";1
31020;"Capital Explosive Armor Reinforcer II Blueprint";1
31021;"Small Kinetic Armor Reinforcer I";1
31022;"Small Kinetic Armor Reinforcer I Blueprint";1
31023;"Medium Kinetic Armor Reinforcer I";1
31024;"Medium Kinetic Armor Reinforcer I Blueprint";1
31025;"Capital Kinetic Armor Reinforcer I";1
31026;"Capital Kinetic Armor Reinforcer I Blueprint";1
31027;"Small Kinetic Armor Reinforcer II";1
31028;"Small Kinetic Armor Reinforcer II Blueprint";1
31029;"Medium Kinetic Armor Reinforcer II";1
31030;"Medium Kinetic Armor Reinforcer II Blueprint";1
31031;"Capital Kinetic Armor Reinforcer II";1
31032;"Capital Kinetic Armor Reinforcer II Blueprint";1
31033;"Small Thermal Armor Reinforcer I";1
31034;"Small Thermal Armor Reinforcer I Blueprint";1
31035;"Medium Thermal Armor Reinforcer I";1
31036;"Medium Thermal Armor Reinforcer I Blueprint";1
31037;"Capital Thermal Armor Reinforcer I";1
31038;"Capital Thermal Armor Reinforcer I Blueprint";1
31039;"Small Thermal Armor Reinforcer II";1
31040;"Small Thermal Armor Reinforcer II Blueprint";1
31041;"Medium Thermal Armor Reinforcer II";1
31042;"Medium Thermal Armor Reinforcer II Blueprint";1
31043;"Capital Thermal Armor Reinforcer II";1
31044;"Capital Thermal Armor Reinforcer II Blueprint";1
31045;"Small Auxiliary Nano Pump I";1
31046;"Small Auxiliary Nano Pump I Blueprint";1
31047;"Medium Auxiliary Nano Pump I";1
31048;"Medium Auxiliary Nano Pump I Blueprint";1
31049;"Capital Auxiliary Nano Pump II";1
31050;"Capital Auxiliary Nano Pump II Blueprint";1
31051;"Small Auxiliary Nano Pump II";1
31052;"Small Auxiliary Nano Pump II Blueprint";1
31053;"Medium Auxiliary Nano Pump II";1
31054;"Medium Auxiliary Nano Pump II Blueprint";1
31055;"Medium Trimark Armor Pump I";1
31056;"Medium Trimark Armor Pump I Blueprint";1
31057;"Small Trimark Armor Pump II";1
31058;"Small Trimark Armor Pump II Blueprint";1
31059;"Medium Trimark Armor Pump II";1
31060;"Medium Trimark Armor Pump II Blueprint";1
31061;"Capital Trimark Armor Pump II";1
31062;"Capital Trimark Armor Pump II Blueprint";1
31063;"Small Nanobot Accelerator I";1
31064;"Small Nanobot Accelerator I Blueprint";1
31065;"Medium Nanobot Accelerator I";1
31066;"Medium Nanobot Accelerator I Blueprint";1
31067;"Capital Nanobot Accelerator I";1
31068;"Capital Nanobot Accelerator I Blueprint";1
31069;"Small Nanobot Accelerator II";1
31070;"Small Nanobot Accelerator II Blueprint";1
31071;"Medium Nanobot Accelerator II";1
31072;"Medium Nanobot Accelerator II Blueprint";1
31073;"Medium Remote Repair Augmentor I";1
31074;"Medium Remote Repair Augmentor I Blueprint";1
31075;"Capital Remote Repair Augmentor I";1
31076;"Capital Remote Repair Augmentor I Blueprint";1
31077;"Small Remote Repair Augmentor II";1
31078;"Small Remote Repair Augmentor II Blueprint";1
31079;"Medium Remote Repair Augmentor II";1
31080;"Medium Remote Repair Augmentor II Blueprint";1
31081;"Capital Remote Repair Augmentor II";1
31082;"Capital Remote Repair Augmentor II Blueprint";1
31083;"Small Salvage Tackle I";1
31084;"Small Salvage Tackle I Blueprint";1
31085;"Medium Salvage Tackle I";1
31086;"Medium Salvage Tackle I Blueprint";1
31087;"Capital Salvage Tackle I";1
31088;"Capital Salvage Tackle I Blueprint";1
31089;"Small Salvage Tackle II";1
31090;"Small Salvage Tackle II Blueprint";1
31091;"Medium Salvage Tackle II";1
31092;"Medium Salvage Tackle II Blueprint";1
31093;"Capital Salvage Tackle II";1
31094;"Capital Salvage Tackle II Blueprint";1
31103;"Gian Parele's Pleasure Cruiser";0
31105;"Small Auxiliary Thrusters I";1
31106;"Small Auxiliary Thrusters I Blueprint";1
31107;"Medium Auxiliary Thrusters I";1
31108;"Medium Auxiliary Thrusters I Blueprint";1
31109;"Capital Auxiliary Thrusters I";1
31110;"Capital Auxiliary Thrusters I Blueprint";1
31111;"Small Auxiliary Thrusters II";1
31112;"Small Auxiliary Thrusters II Blueprint";1
31113;"Medium Auxiliary Thrusters II";1
31114;"Medium Auxiliary Thrusters II Blueprint";1
31115;"Capital Auxiliary Thrusters II";1
31116;"Capital Auxiliary Thrusters II Blueprint";1
31117;"Small Cargohold Optimization I";1
31118;"Small Cargohold Optimization I Blueprint";1
31119;"Medium Cargohold Optimization I";1
31120;"Medium Cargohold Optimization I Blueprint";1
31121;"Capital Cargohold Optimization I";1
31122;"Capital Cargohold Optimization I Blueprint";1
31123;"Small Cargohold Optimization II";1
31124;"Small Cargohold Optimization II Blueprint";1
31125;"Medium Cargohold Optimization II";1
31126;"Medium Cargohold Optimization II Blueprint";1
31127;"Capital Cargohold Optimization II";1
31128;"Capital Cargohold Optimization II Blueprint";1
31129;"Small Dynamic Fuel Valve I";1
31130;"Small Dynamic Fuel Valve I Blueprint";1
31131;"Medium Dynamic Fuel Valve I";1
31132;"Medium Dynamic Fuel Valve I Blueprint";1
31133;"Capital Dynamic Fuel Valve I";1
31134;"Capital Dynamic Fuel Valve I Blueprint";1
31135;"Small Dynamic Fuel Valve II";1
31136;"Small Dynamic Fuel Valve II Blueprint";1
31137;"Medium Dynamic Fuel Valve II";1
31138;"Medium Dynamic Fuel Valve II Blueprint";1
31139;"Capital Dynamic Fuel Valve II";1
31140;"Capital Dynamic Fuel Valve II Blueprint";1
31141;"Small Engine Thermal Shielding I";1
31142;"Small Engine Thermal Shielding I Blueprint";1
31143;"Medium Engine Thermal Shielding I";1
31144;"Medium Engine Thermal Shielding I Blueprint";1
31145;"Capital Engine Thermal Shielding I";1
31146;"Capital Engine Thermal Shielding I Blueprint";1
31147;"Small Engine Thermal Shielding II";1
31148;"Small Engine Thermal Shielding II Blueprint";1
31149;"Medium Engine Thermal Shielding II";1
31150;"Medium Engine Thermal Shielding II Blueprint";1
31151;"Capital Engine Thermal Shielding II";1
31152;"Capital Engine Thermal Shielding II Blueprint";1
31153;"Small Low Friction Nozzle Joints I";1
31154;"Small Low Friction Nozzle Joints I Blueprint";1
31155;"Medium Low Friction Nozzle Joints I";1
31156;"Medium Low Friction Nozzle Joints I Blueprint";1
31157;"Capital Low Friction Nozzle Joints I";1
31158;"Capital Low Friction Nozzle Joints I Blueprint";1
